<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
07/07/22;00:00:00;143.2900000;146.5500000;143.2800000;146.3500000;3.505.008
07/08/22;00:00:00;145.1300000;147.5400000;145.0000000;147.0000000;3.185.997
07/11/22;00:00:00;145.6700000;146.6300000;143.7900000;144.8900000;2.580.866
07/12/22;00:00:00;145.8500000;148.4450000;145.0600000;145.8900000;3.734.300
07/13/22;00:00:00;142.9900000;146.4350000;142.1450000;145.4500000;3.015.433
07/14/22;00:00:00;144.0000000;148.9500000;143.2500000;148.5100000;3.891.505
07/15/22;00:00:00;149.7800000;150.8600000;148.2000000;150.1700000;3.698.575
07/18/22;00:00:00;150.7400000;151.5700000;146.7300000;147.1300000;3.666.802
07/19/22;00:00:00;147.9200000;151.2200000;146.9400000;150.9700000;3.740.801
07/20/22;00:00:00;151.1800000;153.7200000;150.4000000;153.0300000;2.981.804
07/21/22;00:00:00;154.5000000;155.5600000;151.9400000;155.3700000;3.137.256
07/22/22;00:00:00;155.3900000;156.2700000;153.4200000;154.1200000;3.749.807
07/25/22;00:00:00;154.0300000;155.0400000;152.3000000;152.9800000;2.568.754
07/26/22;00:00:00;152.2300000;153.0800000;150.8000000;151.5600000;2.732.142
07/27/22;00:00:00;152.6300000;157.3300000;152.2100000;156.6500000;3.973.155
07/28/22;00:00:00;156.9800000;157.6400000;154.4200000;157.3500000;3.818.011
07/29/22;00:00:00;161.2400000;163.6200000;159.5000000;162.5700000;3.562.767
08/01/22;00:00:00;161.0300000;163.5900000;160.8900000;161.5500000;2.724.316
08/02/22;00:00:00;160.1000000;162.4100000;159.6500000;160.0400000;2.647.406
08/03/22;00:00:00;160.9000000;166.5900000;160.8500000;166.1200000;3.706.150
08/04/22;00:00:00;166.0050000;167.1800000;164.4350000;165.8000000;2.491.387
08/05/22;00:00:00;163.1800000;165.8400000;163.0000000;165.3100000;2.823.102
08/08/22;00:00:00;166.3700000;167.8000000;164.2100000;164.9000000;2.562.356
08/09/22;00:00:00;163.9600000;165.8100000;163.2500000;164.9350000;2.654.647
08/10/22;00:00:00;167.8400000;169.3000000;166.9200000;169.1000000;3.177.667
08/11/22;00:00:00;170.0900000;170.9800000;168.1900000;168.5200000;2.750.793
08/12/22;00:00:00;169.8200000;172.1300000;169.4200000;172.1300000;3.019.650
08/15/22;00:00:00;171.5300000;173.3900000;171.3500000;173.1600000;2.059.688
08/16/22;00:00:00;172.7700000;173.7100000;171.6700000;173.0500000;2.411.120
08/17/22;00:00:00;172.7700000;176.1400000;172.5700000;174.6500000;4.039.173
08/18/22;00:00:00;173.7500000;174.8900000;173.1200000;174.1550000;2.981.928
08/19/22;00:00:00;173.0300000;173.7200000;171.3300000;171.5200000;3.257.464
08/22/22;00:00:00;169.6900000;169.8400000;167.1400000;167.6200000;3.278.920
08/23/22;00:00:00;167.1500000;168.7100000;166.6500000;167.1600000;2.662.843
08/24/22;00:00:00;167.1000000;168.1050000;166.2450000;167.6300000;2.794.369
08/25/22;00:00:00;168.7900000;170.1300000;168.3500000;170.1300000;2.636.718
08/26/22;00:00:00;170.5700000;171.0100000;163.5600000;163.6200000;4.257.846
08/29/22;00:00:00;161.1450000;162.9000000;159.8300000;161.3750000;3.391.940
08/30/22;00:00:00;162.1700000;162.5600000;157.7300000;158.9200000;3.808.447
08/31/22;00:00:00;160.3050000;160.5700000;157.1400000;157.1800000;4.126.808
09/01/22;00:00:00;156.6200000;158.4000000;154.6800000;157.9900000;4.054.082
09/02/22;00:00:00;159.7500000;160.3600000;154.9700000;155.8500000;4.224.255
09/06/22;00:00:00;156.4700000;157.0800000;153.7100000;154.6100000;3.919.855
09/07/22;00:00:00;154.8100000;156.6600000;153.6100000;155.9600000;4.067.515
09/08/22;00:00:00;154.6400000;156.3500000;152.6800000;154.4700000;4.759.277
09/09/22;00:00:00;155.4000000;157.8000000;154.7600000;157.3600000;3.709.560
09/12/22;00:00:00;159.5900000;164.2600000;159.4100000;163.4800000;4.607.336
09/13/22;00:00:00;159.8800000;160.5200000;153.3800000;153.8800000;5.699.690
09/14/22;00:00:00;154.7100000;157.0900000;153.6200000;155.3200000;4.071.835
09/15/22;00:00:00;154.6500000;155.2400000;151.3800000;152.3600000;4.312.995
09/16/22;00:00:00;151.2100000;151.3500000;148.3900000;150.4700000;5.517.134
09/19/22;00:00:00;149.3100000;154.5600000;149.1200000;154.5300000;4.307.331
09/20/22;00:00:00;153.4000000;158.0700000;153.1000000;156.9300000;4.076.482
09/21/22;00:00:00;157.3400000;158.7000000;153.6400000;153.7300000;4.990.517
09/22/22;00:00:00;152.3100000;154.4700000;150.9200000;152.6800000;4.494.815
09/23/22;00:00:00;151.1900000;151.4500000;148.5600000;150.5900000;5.316.395
09/26/22;00:00:00;149.6600000;153.7700000;149.6600000;150.7600000;4.541.495
09/27/22;00:00:00;152.7700000;154.7000000;149.9500000;151.8000000;4.291.999
09/28/22;00:00:00;147.6400000;150.6400000;144.8400000;149.7900000;5.982.006
09/29/22;00:00:00;146.1000000;146.7100000;140.6900000;142.5900000;6.437.760
09/30/22;00:00:00;141.2300000;143.0900000;138.0000000;138.0000000;5.976.956
10/03/22;00:00:00;138.2100000;143.0700000;137.6900000;142.4100000;5.013.003
10/04/22;00:00:00;145.0300000;146.2100000;144.2600000;146.1200000;3.851.380
10/05/22;00:00:00;144.0750000;147.3800000;143.0200000;146.4200000;3.451.480
10/06/22;00:00:00;145.8100000;147.5300000;145.2300000;145.4500000;3.781.959
10/07/22;00:00:00;142.5500000;143.0900000;139.4500000;140.0900000;4.817.352
10/10/22;00:00:00;140.4200000;141.8800000;138.5900000;140.3700000;4.171.456
10/11/22;00:00:00;139.9000000;141.3400000;138.2300000;138.9600000;3.601.834
10/12/22;00:00:00;139.0900000;140.3500000;138.1600000;138.2900000;3.186.675
10/13/22;00:00:00;134.9900000;143.5900000;134.3700000;142.9400000;6.558.002
10/14/22;00:00:00;144.3100000;144.5100000;138.1900000;138.3000000;5.397.811
10/17/22;00:00:00;141.0650000;142.8900000;140.2800000;142.4000000;3.716.860
10/18/22;00:00:00;145.5700000;146.6900000;140.6100000;143.7400000;5.207.539
10/19/22;00:00:00;141.6600000;144.9300000;141.5300000;143.9000000;3.489.875
10/20/22;00:00:00;143.0200000;145.8800000;142.6500000;143.3200000;3.982.223
10/21/22;00:00:00;142.8700000;147.8400000;142.6500000;147.2800000;4.700.611
10/24/22;00:00:00;147.2700000;150.2200000;146.0000000;149.5600000;3.840.190
10/25/22;00:00:00;150.1300000;152.4900000;149.3800000;152.3500000;3.054.796
10/26/22;00:00:00;150.9600000;151.9800000;148.0400000;149.5000000;4.154.329
10/27/22;00:00:00;148.0700000;149.0400000;144.1300000;144.9800000;4.266.356
10/28/22;00:00:00;148.2000000;157.5000000;147.8400000;155.7100000;6.796.871
10/31/22;00:00:00;153.1700000;154.2350000;151.9200000;153.4200000;3.040.003
11/01/22;00:00:00;155.0800000;155.4200000;149.1400000;150.6000000;4.189.374
11/02/22;00:00:00;148.9450000;152.1600000;145.0000000;145.0100000;5.089.492
11/03/22;00:00:00;142.0800000;142.7900000;138.7700000;138.8900000;4.531.308
11/04/22;00:00:00;142.0900000;142.6700000;134.3800000;138.3900000;5.646.301
11/07/22;00:00:00;137.1100000;139.1400000;135.6800000;138.9800000;2.961.617
11/08/22;00:00:00;140.4100000;141.4300000;137.4900000;139.4900000;2.841.039
11/09/22;00:00:00;138.5300000;138.5500000;134.6000000;134.8700000;3.306.427
11/10/22;00:00:00;141.2400000;146.8500000;140.4000000;146.8300000;4.788.937
11/11/22;00:00:00;145.8200000;150.0000000;144.4000000;149.6300000;4.554.489
11/14/22;00:00:00;149.0300000;150.2500000;147.4300000;148.4000000;2.811.639
11/15/22;00:00:00;152.2500000;153.5900000;148.5700000;150.0300000;4.271.506
11/16/22;00:00:00;149.1300000;149.8500000;147.3000000;148.8400000;2.597.728
11/17/22;00:00:00;146.4900000;151.4800000;146.1800000;150.7200000;2.845.528
11/18/22;00:00:00;152.2200000;152.4000000;149.9800000;151.3700000;3.167.080
11/21/22;00:00:00;150.1550000;150.2500000;147.7150000;147.9200000;2.100.519
11/22/22;00:00:00;148.1300000;150.4200000;146.9300000;150.1900000;1.933.583
11/23/22;00:00:00;149.4900000;151.8200000;149.3500000;151.1200000;2.178.880
11/25/22;00:00:00;148.3050000;148.8600000;147.1200000;148.1600000;1.394.414
11/28/22;00:00:00;145.1700000;146.6300000;143.4000000;144.2000000;2.908.336
11/29/22;00:00:00;144.3500000;144.8000000;140.3600000;141.1800000;3.262.396
11/30/22;00:00:00;141.3800000;148.0000000;140.5600000;148.0000000;3.627.365
12/01/22;00:00:00;148.2100000;149.1150000;146.6200000;148.3200000;3.000.933
12/02/22;00:00:00;145.9600000;148.0000000;145.6600000;147.8200000;2.684.336
12/05/22;00:00:00;147.7500000;150.9100000;145.7800000;146.6600000;2.391.304
12/06/22;00:00:00;147.0600000;147.2800000;141.9200000;142.9100000;2.657.580
12/07/22;00:00:00;142.1900000;143.3600000;140.0100000;140.9600000;2.964.991
12/08/22;00:00:00;142.3800000;143.5200000;141.1100000;142.6400000;2.250.116
12/09/22;00:00:00;142.3400000;145.5700000;140.9300000;142.1800000;2.942.575
12/12/22;00:00:00;142.7000000;144.5000000;141.0700000;144.5000000;2.084.549
12/13/22;00:00:00;149.6700000;149.9600000;144.2400000;145.4800000;4.678.388
12/14/22;00:00:00;145.4100000;146.6500000;141.1600000;143.2000000;3.944.229
12/15/22;00:00:00;141.1100000;141.8000000;136.0300000;136.4900000;4.804.639
12/16/22;00:00:00;136.6850000;137.6500000;133.7300000;134.5000000;4.402.028
12/19/22;00:00:00;135.1100000;135.2000000;131.3300000;132.3500000;3.024.696
12/20/22;00:00:00;131.6200000;133.2400000;129.8900000;132.2900000;3.047.625
12/21/22;00:00:00;133.0300000;136.8000000;132.7600000;135.4500000;3.237.155
12/22/22;00:00:00;134.4000000;134.5300000;130.3000000;132.2300000;3.459.568
12/23/22;00:00:00;130.9200000;132.4100000;129.6700000;131.8500000;2.213.939
12/27/22;00:00:00;131.3700000;131.3700000;128.7200000;130.0500000;2.200.836
12/28/22;00:00:00;129.7200000;131.0250000;125.8800000;126.0500000;2.814.626
12/29/22;00:00:00;127.9900000;130.4800000;127.7300000;129.6000000;2.710.191
12/30/22;00:00:00;128.4100000;129.9500000;127.4600000;129.9100000;3.106.560
01/03/23;00:00:00;130.2600000;130.8900000;124.1800000;125.0400000;3.992.694
01/04/23;00:00:00;126.8900000;128.6500000;125.0800000;126.3700000;3.482.047
01/05/23;00:00:00;127.1300000;127.7400000;124.7600000;125.0500000;2.766.643
01/06/23;00:00:00;126.2000000;130.2800000;124.9100000;129.5200000;3.366.561
01/09/23;00:00:00;130.4650000;133.4100000;129.8900000;130.1800000;2.400.530
01/10/23;00:00:00;130.2600000;131.2400000;128.1200000;130.7500000;2.253.268
01/11/23;00:00:00;131.4000000;133.4800000;130.4800000;133.4700000;2.429.281
01/12/23;00:00:00;134.0500000;134.2500000;131.4500000;133.3900000;1.961.904
01/13/23;00:00:00;132.0300000;134.9100000;131.6700000;134.7500000;2.105.432
01/17/23;00:00:00;134.8800000;137.2800000;134.1600000;135.9400000;1.867.671
01/18/23;00:00:00;136.8150000;138.6100000;135.0400000;135.2100000;2.853.713
01/19/23;00:00:00;134.0100000;136.2400000;133.7700000;135.2900000;2.220.672
01/20/23;00:00:00;135.2900000;138.0000000;134.2300000;137.8800000;2.716.142
01/23/23;00:00:00;138.1200000;143.3050000;137.9100000;141.1000000;3.250.678
01/24/23;00:00:00;140.3050000;143.1500000;140.3000000;142.5500000;2.014.146
01/25/23;00:00:00;140.8900000;142.4300000;138.8200000;141.8400000;2.585.997
01/26/23;00:00:00;143.1700000;144.2500000;141.9100000;143.9300000;2.194.105
01/27/23;00:00:00;143.1550000;147.2250000;143.1300000;145.9700000;2.661.043
01/30/23;00:00:00;144.9550000;145.5300000;142.8600000;142.9200000;2.262.220
01/31/23;00:00:00;142.7000000;144.3400000;142.2800000;144.2900000;2.011.696
02/01/23;00:00:00;143.9700000;146.6100000;141.3400000;145.4300000;3.029.543
02/02/23;00:00:00;148.9000000;151.1800000;148.1800000;150.9100000;4.269.790
02/03/23;00:00:00;148.0300000;157.3600000;147.8500000;154.5100000;5.519.194
02/06/23;00:00:00;152.5750000;153.1000000;150.7900000;151.7000000;2.548.517
02/07/23;00:00:00;150.7600000;155.2300000;150.7200000;154.6700000;3.392.228
02/08/23;00:00:00;153.7600000;154.5600000;151.1700000;151.9500000;2.670.254
02/09/23;00:00:00;153.7750000;154.3200000;150.4300000;150.8600000;2.529.046
02/10/23;00:00:00;149.4600000;151.3300000;149.2300000;151.0100000;2.382.380
02/13/23;00:00:00;150.9500000;154.2500000;150.9500000;153.8500000;2.155.727
02/14/23;00:00:00;152.1200000;153.7600000;150.8600000;153.1400000;2.628.357
02/15/23;00:00:00;153.1100000;155.5000000;152.8800000;155.3300000;2.034.967
02/16/23;00:00:00;153.5600000;156.3200000;153.3500000;153.7100000;2.944.532
02/17/23;00:00:00;152.3500000;153.0000000;150.8500000;152.5300000;2.428.609
02/21/23;00:00:00;150.2000000;151.2850000;148.4100000;148.4500000;2.093.263
02/22/23;00:00:00;148.8700000;149.9500000;147.1600000;148.9400000;2.069.914
02/23/23;00:00:00;150.0900000;150.3400000;147.2400000;149.4100000;2.201.824
02/24/23;00:00:00;147.0800000;147.1900000;145.7300000;146.7300000;2.633.065
02/27/23;00:00:00;147.7100000;149.1600000;147.4600000;147.9000000;2.037.695
02/28/23;00:00:00;147.0500000;149.0800000;146.8400000;147.4200000;2.160.765
03/01/23;00:00:00;146.8300000;147.2100000;145.0100000;145.3500000;2.537.590
03/02/23;00:00:00;144.4100000;146.7100000;143.9000000;145.9500000;2.140.403
03/03/23;00:00:00;148.0900000;151.1100000;147.3400000;151.0800000;3.177.366
03/06/23;00:00:00;153.7850000;156.2900000;153.4700000;153.9100000;3.759.587
03/07/23;00:00:00;153.7000000;154.0200000;151.1400000;151.5800000;2.874.863
03/08/23;00:00:00;152.8700000;153.4500000;151.8700000;152.8900000;2.126.120
03/09/23;00:00:00;153.5500000;154.5300000;150.2400000;150.5400000;2.474.774
03/10/23;00:00:00;150.2100000;150.9400000;147.6150000;148.5200000;4.414.108
03/13/23;00:00:00;147.8050000;153.1400000;147.7000000;150.4800000;4.624.090
03/14/23;00:00:00;151.2800000;153.4000000;150.1000000;152.6400000;3.691.051
03/15/23;00:00:00;151.1900000;153.2300000;149.9200000;153.0000000;4.636.310
03/16/23;00:00:00;152.3200000;156.4500000;151.6400000;155.9000000;4.334.493
03/17/23;00:00:00;156.0800000;156.7400000;154.2800000;155.0500000;3.912.960
03/20/23;00:00:00;155.0700000;157.8200000;154.1500000;157.4700000;3.948.791
03/21/23;00:00:00;157.3000000;159.4000000;156.5800000;159.4000000;3.482.963
03/22/23;00:00:00;159.2300000;162.1400000;157.8200000;157.8200000;4.019.016
03/23/23;00:00:00;158.7800000;161.5500000;157.6800000;158.9200000;4.111.741
03/24/23;00:00:00;158.8300000;160.3400000;157.8600000;160.2900000;2.806.223
03/27/23;00:00:00;159.9400000;160.7500000;157.8800000;158.3000000;2.686.615
03/28/23;00:00:00;157.8700000;158.1300000;155.9800000;157.6750000;2.080.595
03/29/23;00:00:00;159.3700000;161.0400000;159.3600000;160.7800000;2.507.409
03/30/23;00:00:00;161.5300000;162.4700000;161.3000000;162.3700000;2.265.641
03/31/23;00:00:00;162.4400000;165.0000000;162.1800000;164.9000000;3.269.646
04/03/23;00:00:00;164.2700000;166.2900000;164.2500000;166.1100000;2.337.901
04/04/23;00:00:00;166.6200000;166.8350000;165.1100000;165.6500000;1.945.254
04/05/23;00:00:00;164.7400000;165.0300000;161.8100000;163.7600000;2.372.760
04/06/23;00:00:00;162.4300000;164.9450000;162.0200000;164.6400000;2.033.417
04/10/23;00:00:00;161.4500000;162.0300000;160.1000000;162.0200000;2.019.459
04/11/23;00:00:00;162.2900000;162.3200000;160.5100000;160.8200000;2.028.607
04/12/23;00:00:00;161.2200000;162.0500000;159.7800000;160.1200000;2.421.411
04/13/23;00:00:00;161.6200000;165.7950000;161.4500000;165.5900000;3.148.886
04/14/23;00:00:00;164.5900000;166.3100000;163.8300000;165.2100000;2.145.430
04/17/23;00:00:00;165.0900000;165.3900000;164.0600000;165.2600000;1.752.760
04/18/23;00:00:00;165.9900000;167.4100000;165.6600000;166.4500000;1.782.987
04/19/23;00:00:00;165.7500000;168.1500000;165.5600000;167.6200000;1.752.754
04/20/23;00:00:00;166.0900000;167.8700000;165.5700000;166.6200000;2.343.894
04/21/23;00:00:00;165.0500000;166.4500000;164.5000000;165.0100000;2.525.801
04/24/23;00:00:00;164.9300000;165.6000000;163.9000000;165.3600000;1.759.889
04/25/23;00:00:00;165.1800000;166.3050000;163.7300000;163.7900000;2.368.480
04/26/23;00:00:00;163.0550000;165.2700000;162.8300000;163.7300000;2.279.494
04/27/23;00:00:00;165.1900000;168.5300000;165.1900000;168.4400000;2.922.016
04/28/23;00:00:00;168.4500000;169.8500000;167.8900000;169.6900000;2.453.107
05/01/23;00:00:00;169.2800000;170.4400000;168.6400000;169.5900000;1.914.697
05/02/23;00:00:00;170.0900000;170.3500000;167.5500000;168.5500000;2.246.439
05/03/23;00:00:00;169.5200000;170.9200000;167.1600000;167.4600000;2.913.114
05/04/23;00:00:00;164.8400000;167.0400000;164.3150000;165.7900000;3.185.365
05/05/23;00:00:00;170.9300000;174.3000000;170.7600000;173.6400000;4.646.437
05/08/23;00:00:00;172.4800000;173.8400000;172.1200000;173.5300000;2.122.836
05/09/23;00:00:00;173.0500000;173.5400000;171.6300000;171.8000000;1.982.168
05/10/23;00:00:00;172.9800000;174.0300000;171.9050000;173.5450000;2.680.222
05/11/23;00:00:00;173.8500000;174.5700000;172.1700000;173.8300000;2.353.230
05/12/23;00:00:00;173.7100000;174.0600000;171.0000000;172.5400000;2.054.367
05/15/23;00:00:00;173.1400000;173.1800000;171.4700000;172.1400000;1.461.053
05/16/23;00:00:00;171.9900000;173.1300000;171.8000000;172.0800000;1.712.396
05/17/23;00:00:00;171.7100000;172.9200000;170.4300000;172.6600000;2.344.510
05/18/23;00:00:00;173.0800000;175.2300000;172.5900000;175.0650000;2.732.712
05/19/23;00:00:00;176.2200000;176.2900000;174.9600000;175.1900000;2.290.019
05/22/23;00:00:00;173.9800000;174.7100000;173.4700000;174.2800000;1.625.209
05/23/23;00:00:00;173.1300000;173.3500000;171.2850000;171.5400000;2.245.446
05/24/23;00:00:00;171.0900000;172.4100000;170.5400000;171.8500000;1.824.086
05/25/23;00:00:00;172.5600000;173.8900000;171.7000000;173.0250000;2.220.437
05/26/23;00:00:00;173.3200000;175.7700000;173.1100000;175.3800000;2.412.466
05/30/23;00:00:00;176.9700000;178.9800000;176.5900000;177.3300000;2.606.304
05/31/23;00:00:00;177.3250000;179.3500000;176.7700000;177.4500000;3.391.046
06/01/23;00:00:00;177.7000000;180.1200000;176.9400000;180.0900000;2.341.363
06/02/23;00:00:00;181.0300000;181.7450000;179.2700000;180.9400000;2.463.366
06/05/23;00:00:00;182.6300000;184.9500000;178.0400000;179.6100000;5.468.731
06/06/23;00:00:00;179.9650000;180.1000000;177.4500000;179.1500000;2.750.448
06/07/23;00:00:00;178.4600000;181.2050000;177.3200000;177.8300000;3.678.258
06/08/23;00:00:00;177.9300000;180.8400000;177.4700000;180.5600000;2.559.136
06/09/23;00:00:00;181.5000000;182.2200000;180.6300000;181.0600000;2.227.151
06/12/23;00:00:00;181.2700000;183.8900000;180.9700000;183.8400000;2.293.414
06/13/23;00:00:00;182.8000000;184.1300000;182.4400000;183.3200000;2.497.283
06/14/23;00:00:00;183.3700000;184.3900000;182.0200000;183.9600000;2.855.583
06/15/23;00:00:00;183.9600000;186.5200000;183.8000000;186.0200000;3.565.919
06/16/23;00:00:00;186.6200000;186.8200000;184.6600000;185.0200000;3.014.539
06/20/23;00:00:00;184.4100000;186.1000000;184.4100000;185.0300000;2.587.269
06/21/23;00:00:00;184.8300000;185.4000000;182.6000000;183.9700000;2.517.849
06/22/23;00:00:00;183.7500000;187.0400000;183.7000000;186.9600000;2.178.354
06/23/23;00:00:00;185.5100000;187.5600000;185.0100000;186.6800000;2.148.638
06/26/23;00:00:00;186.7500000;188.0500000;185.2400000;185.3100000;1.928.260
06/27/23;00:00:00;185.9500000;188.3800000;185.6700000;188.0400000;1.790.501
06/28/23;00:00:00;187.9300000;189.9000000;187.6100000;189.2900000;2.212.048
06/29/23;00:00:00;189.1100000;190.0600000;188.9400000;189.6000000;2.032.957
06/30/23;00:00:00;191.6300000;194.4800000;191.2700000;193.7700000;3.163.401
07/03/23;00:00:00;193.7550000;193.8800000;191.7600000;192.4600000;1.347.994
07/05/23;00:00:00;191.5700000;192.9700000;190.6200000;191.3300000;1.687.104
07/06/23;00:00:00;189.9100000;192.0200000;189.2100000;191.7700000;1.808.993
07/07/23;00:00:00;191.4100000;192.6600000;190.2550000;190.7000000;2.154.179
07/10/23;00:00:00;189.2700000;189.9800000;187.0400000;188.6300000;2.259.683
07/11/23;00:00:00;189.2100000;189.2600000;186.6000000;188.0500000;1.813.306
07/12/23;00:00:00;189.7400000;191.6900000;188.4750000;189.8400000;2.390.701
07/13/23;00:00:00;190.4200000;191.1800000;189.7800000;190.5300000;1.549.903
07/14/23;00:00:00;190.2300000;191.1750000;189.6400000;190.7200000;2.147.472
07/17/23;00:00:00;191.9000000;194.3100000;191.8200000;193.9800000;2.010.168
07/18/23;00:00:00;193.3200000;194.3300000;192.4200000;193.7400000;2.012.282
07/19/23;00:00:00;193.1000000;198.2200000;192.6500000;195.0800000;3.503.159
07/20/23;00:00:00;195.0900000;196.4500000;192.5000000;193.1400000;3.016.717
07/21/23;00:00:00;194.1250000;194.9500000;191.3300000;191.9500000;2.134.277
07/24/23;00:00:00;193.4000000;194.9100000;192.2900000;192.7600000;1.464.078
07/25/23;00:00:00;193.3300000;194.4400000;192.9300000;193.6300000;1.313.627
07/26/23;00:00:00;193.6500000;195.6400000;193.3350000;194.5200000;1.783.761
07/27/23;00:00:00;196.0000000;197.1900000;192.5500000;193.2100000;1.992.794
07/28/23;00:00:00;194.6600000;196.6100000;194.1400000;195.8400000;2.378.079
07/31/23;00:00:00;196.0300000;196.4800000;195.2600000;196.4800000;1.523.720
08/01/23;00:00:00;196.2300000;196.7300000;195.2900000;195.6200000;1.267.312
08/02/23;00:00:00;195.0100000;195.1800000;191.8600000;192.5900000;1.812.059
08/03/23;00:00:00;191.5700000;192.3700000;190.6900000;191.0100000;1.990.204
08/04/23;00:00:00;185.3500000;187.3600000;181.9200000;182.0000000;5.451.916
08/07/23;00:00:00;182.1300000;183.1300000;177.3600000;178.8000000;4.143.217
08/08/23;00:00:00;179.6900000;180.2600000;177.5900000;179.8000000;2.310.673
08/09/23;00:00:00;180.8600000;180.9000000;177.0100000;178.1900000;2.229.997
08/10/23;00:00:00;179.4800000;180.7500000;177.6000000;178.0100000;2.438.648
08/11/23;00:00:00;177.3100000;178.6200000;176.5600000;177.8900000;2.196.119
08/14/23;00:00:00;177.9700000;179.6800000;177.3200000;179.5100000;1.454.735
08/15/23;00:00:00;178.8900000;179.4800000;177.0600000;177.5000000;1.688.583
08/16/23;00:00:00;177.0300000;178.5200000;176.5000000;176.5500000;1.565.725
08/17/23;00:00:00;177.2100000;177.4900000;173.4900000;173.9700000;2.289.840
08/18/23;00:00:00;172.3000000;175.1000000;171.9700000;174.4900000;2.089.635
08/21/23;00:00:00;175.0700000;176.1300000;173.7400000;175.8050000;1.460.826
08/22/23;00:00:00;177.0600000;177.6750000;176.2500000;177.2800000;1.634.416
08/23/23;00:00:00;178.5200000;181.5400000;178.3500000;181.1400000;2.242.755
08/24/23;00:00:00;180.6900000;181.1000000;176.0100000;176.3300000;2.634.313
08/25/23;00:00:00;177.4400000;179.1450000;175.8200000;178.5900000;2.522.071
08/28/23;00:00:00;180.0900000;180.5800000;178.5500000;180.1900000;1.999.228
08/29/23;00:00:00;179.6900000;184.9000000;179.5300000;184.1200000;2.469.624
08/30/23;00:00:00;184.9400000;187.7900000;184.7900000;187.6700000;2.682.373
08/31/23;00:00:00;187.8500000;189.1200000;187.4800000;187.8900000;2.459.531
09/01/23;00:00:00;189.5600000;189.9200000;188.3200000;189.4700000;1.901.683
09/05/23;00:00:00;188.2500000;189.9800000;187.6200000;189.7100000;1.641.380
09/06/23;00:00:00;188.4300000;188.7900000;181.4700000;182.9100000;3.821.606
09/07/23;00:00:00;175.1600000;178.2100000;173.5500000;177.5800000;4.932.196
09/08/23;00:00:00;178.3500000;180.2300000;177.8000000;178.1200000;2.927.822
09/11/23;00:00:00;180.0750000;180.2900000;177.3400000;179.3800000;2.275.542
09/12/23;00:00:00;179.4900000;180.1300000;174.8400000;176.3100000;3.775.663
09/13/23;00:00:00;176.5000000;177.2800000;173.9800000;174.2000000;3.096.178
09/14/23;00:00:00;174.0000000;176.0900000;173.6100000;175.7300000;2.366.957
09/15/23;00:00:00;176.4300000;176.4300000;173.8200000;174.9300000;2.889.508
09/18/23;00:00:00;176.5000000;179.3800000;176.1700000;177.9900000;2.613.959
09/19/23;00:00:00;177.5900000;179.6100000;177.1400000;179.1000000;1.939.180
09/20/23;00:00:00;179.2900000;179.6700000;175.4600000;175.4900000;2.513.231
09/21/23;00:00:00;174.5200000;176.2800000;173.8600000;173.9400000;2.515.890
09/22/23;00:00:00;174.6100000;177.0700000;174.0600000;174.7400000;2.482.015
09/25/23;00:00:00;174.1900000;176.9700000;174.1500000;176.1000000;2.192.095
09/26/23;00:00:00;174.8200000;175.2000000;171.6700000;171.9200000;2.718.217
09/27/23;00:00:00;172.5800000;173.0200000;169.0500000;170.4200000;3.250.343
09/28/23;00:00:00;169.4800000;172.0250000;167.6500000;170.6800000;2.772.340
09/29/23;00:00:00;171.9500000;173.0700000;170.3500000;171.1900000;2.423.909
10/02/23;00:00:00;171.2200000;174.2900000;170.9300000;173.7800000;2.626.738
10/03/23;00:00:00;172.2700000;173.6300000;170.8300000;172.4700000;2.447.353
10/04/23;00:00:00;171.0200000;174.2000000;171.0000000;173.6400000;2.649.562
10/05/23;00:00:00;173.8000000;175.4400000;172.6800000;174.9800000;2.427.838
10/06/23;00:00:00;173.8000000;177.9900000;173.1800000;177.4900000;2.968.092
10/09/23;00:00:00;176.7000000;179.0400000;175.8100000;179.0000000;1.912.070
10/10/23;00:00:00;178.1200000;179.7100000;177.9600000;178.4100000;2.426.803
10/11/23;00:00:00;178.2000000;179.8500000;177.6100000;179.7500000;2.619.771
10/12/23;00:00:00;180.0700000;182.3300000;179.0500000;180.7300000;3.562.968
10/13/23;00:00:00;181.3700000;181.9200000;178.1400000;178.8850000;2.684.881
10/16/23;00:00:00;176.7500000;179.0600000;176.5100000;178.6700000;2.773.948
10/17/23;00:00:00;176.6800000;178.4200000;174.8100000;177.1500000;3.143.927
10/18/23;00:00:00;175.4800000;177.5600000;175.1100000;175.8300000;2.918.682
10/19/23;00:00:00;176.0000000;177.8400000;175.2000000;175.4500000;3.510.157
10/20/23;00:00:00;175.3100000;175.4100000;172.6450000;172.8600000;3.434.935
10/23/23;00:00:00;170.9100000;174.0100000;169.9350000;172.9600000;2.975.067
10/24/23;00:00:00;173.0300000;173.6700000;171.4700000;173.4000000;2.358.850
10/25/23;00:00:00;171.8600000;173.0500000;170.6500000;171.1000000;2.657.757
10/26/23;00:00:00;170.3700000;171.3700000;165.6800000;166.7500000;3.799.261
10/27/23;00:00:00;166.9100000;168.9600000;166.8300000;168.2900000;3.072.941
10/30/23;00:00:00;169.0300000;171.1600000;168.9000000;170.2300000;2.838.213
